FixtureName,Position,XP,InsertDateRounded,current,voltage,pd_current,tempC,Burn In,SN,waferID,cellID,barID,dieID
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.007314,0.803,6.16e-7,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.007619,0.805,6.21e-7,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.007802,0.807,6.42e-7,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.008047,0.809,6.929999999999999e-7,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.008291,0.811,7.84e-7,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.008535000000000001,0.812,9.37e-7,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.008779,0.814,1.161e-6,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.009023999999999999,0.815,1.4719999999999998e-6,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.009268,0.817,1.8839999999999999e-6,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.009512000000000001,0.819,2.414e-6,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.009756,0.821,3.076e-6,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.010001,0.822,3.886e-6,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.010244999999999999,0.824,4.848e-6,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.010489000000000002,0.825,5.9530000000000004e-6,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.010734,0.826,7.1859999999999995e-6,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.010978,0.827,8.54e-6,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.011222,0.828,9.992e-6,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.011465999999999999,0.829,1.1534999999999999e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.011711000000000001,0.829,1.3154e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.011955,0.831,1.4835e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.012199,0.832,1.6556e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.012443,0.832,1.8307999999999998e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.012688000000000001,0.833,2.0075e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.012932,0.834,2.1847e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.013115,0.835,2.3624999999999998e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.013359000000000001,0.836,2.5407e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.013604,0.837,2.7189e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.013848000000000001,0.838,2.8977e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.014153,0.839,3.0764e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.014336,0.839,3.2551999999999996e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.014642,0.841,3.4339e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.014886,0.841,3.6136999999999996e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.015130000000000001,0.842,3.7935e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.015374,0.844,3.9726999999999994e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.015619000000000001,0.845,4.1515e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.015863,0.845,4.3302e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.016107,0.847,4.5090000000000004e-5,40.1,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.016352000000000002,0.847,4.6877e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.016596,0.848,4.8664999999999996e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.01684,0.849,5.0447e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.017084,0.85,5.2225e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.017329,0.851,5.3997e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.017573000000000002,0.852,5.5759e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.017817,0.853,5.7515999999999996e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.018061,0.854,5.9278e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.018306000000000003,0.854,6.1045e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.01855,0.855,6.2812e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.018794,0.857,6.457899999999999e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.019038,0.857,6.6346e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.019283,0.858,6.8114e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.019527000000000003,0.859,6.9891e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.019771,0.86,7.1673e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.020015,0.861,7.3461e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.020260000000000004,0.861,7.525299999999999e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.020504,0.862,7.7051e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.020748000000000003,0.864,7.8849e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.020992,0.864,8.0646e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.021237,0.865,8.2444e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.021481000000000004,0.867,8.423699999999999e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.021725,0.867,8.6024e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.021969000000000002,0.868,8.7807e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.022213999999999998,0.869,8.957899999999999e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.022458,0.87,9.1351e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.022702000000000003,0.871,9.3123e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.022947,0.872,9.4896e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.023191,0.872,9.666299999999999e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.023434999999999997,0.873,9.843e-5,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.023679,0.874,1.00197e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.023924,0.875,1.01959e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.024168,0.875,1.0372599999999999e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.024412,0.877,1.05498e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.024656,0.877,1.07276e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.024901,0.878,1.09058e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.025145,0.88,1.1084e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.025389,0.88,1.12623e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.025633,0.881,1.14405e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.025878,0.882,1.1619299999999999e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.026122,0.883,1.17975e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.026366,0.884,1.1975199999999999e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.02661,0.885,1.21535e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.026855,0.885,0.00012331699999999999,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.027099,0.886,1.2509499999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.027404,0.887,1.26867e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.027649,0.888,1.2863399999999997e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.027832000000000003,0.889,1.30396e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.028076,0.89,1.3214799999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.028381,0.89,1.33895e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.028565000000000004,0.891,1.3564099999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.028809,0.893,1.37393e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.029053000000000002,0.893,1.3915e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.029297,0.894,1.40902e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.029542000000000002,0.894,1.4264899999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.029786000000000003,0.895,1.44401e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.03003,0.896,1.46158e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.030274000000000002,0.897,1.4791499999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.030518999999999998,0.898,1.49677e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.030824,0.898,1.51449e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.031007000000000003,0.899,1.53221e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.031251,0.901,1.54988e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.031495999999999996,0.901,1.56745e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.03174,0.902,1.5849199999999999e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.031984000000000005,0.903,1.60239e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.032228,0.904,1.6198500000000002e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.032473,0.905,1.6372699999999999e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.032716999999999996,0.905,1.65464e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.032961,0.906,1.6719999999999997e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.033205,0.907,1.6892699999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.03345,0.908,1.70648e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.033694,0.908,1.72369e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.033938,0.91,1.74085e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.034183,0.91,1.7581200000000002e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.034427,0.911,1.77548e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.034671,0.912,1.7928499999999997e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.034915,0.913,1.8102199999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.03516,0.914,1.8275800000000001e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.035404000000000005,0.914,1.84495e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.035648000000000006,0.915,1.8623599999999997e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.035892,0.916,1.87988e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.036137,0.917,1.8974e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.036381000000000004,0.917,1.9149199999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.036625,0.919,1.93254e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.036869,0.92,1.9501099999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.037114,0.92,1.96758e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.037357999999999995,0.921,1.9850399999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.037602,0.921,2.00251e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.037846,0.923,2.0199799999999997e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.038091,0.923,2.0374e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.038396,0.924,2.0547099999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.038579,0.925,2.07192e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.038884999999999996,0.926,2.0891399999999999e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.039129,0.926,2.1062999999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.039373,0.927,2.12336e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.039617,0.928,2.1403699999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.039862,0.929,2.1574299999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.040045000000000004,0.93,2.17449e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.040289000000000005,0.93,2.1915499999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.040594000000000005,0.931,2.20856e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.040839,0.932,2.2256200000000001e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.041083,0.933,2.2427299999999999e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.041326999999999996,0.934,2.25984e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.04151,0.934,2.2768999999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.041755,0.936,2.29401e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.041999,0.936,2.3111699999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.042304,0.937,2.3283899999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.042548,0.937,2.34555e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.042732,0.939,2.3626599999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.042976,0.94,2.37972e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.04322,0.94,2.3968299999999998e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.043464,0.941,2.41394e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.043709000000000005,0.942,2.4309999999999997e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.043953000000000006,0.943,2.44811e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.04419700000000001,0.943,2.46528e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.044441,0.944,2.48244e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.044686000000000003,0.945,2.49955e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
Fixture1,9,XP-1204,2024-06-22T00:00:00Z,0.04493,0.946,2.51661e-4,40,0,71634_10-23-54-89,71634_10,23,54,89
